"id","mtime","file","mtype","refname","fullname","name","rank","description","license","privileged","disclosure_date","default_target","default_action","stance","ready","ref_names","author_names"
583,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/adobe_pdf_embedded_exe.rb","exploit","windows/fileformat/adobe_pdf_embedded_exe","exploit/windows/fileformat/adobe_pdf_embedded_exe","Adobe PDF Embedded EXE Social Engineering",600,"This module embeds a Metasploit payload into an existing PDF file. The resulting PDF can be sent to a target as part of a social engineering attack.","Metasploit Framework License (BSD)","f","2010-03-29 00:00:00",0,,"aggressive","t","CVE-2010-1240, OSVDB-63667, URL-http://blog.didierstevens.com/2010/03/29/escape-from-pdf/, URL-http://blog.didierstevens.com/2010/03/31/escape-from-foxit-reader/, URL-http://blog.didierstevens.com/2010/04/06/update-escape-from-pdf/, URL-http://www.adobe.com/support/security/bulletins/apsb10-15.html","Colin Ames <amesc@attackresearch.com>, jduck <jduck@metasploit.com>"
584,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/adobe_pdf_embedded_exe_nojs.rb","exploit","windows/fileformat/adobe_pdf_embedded_exe_nojs","exploit/windows/fileformat/adobe_pdf_embedded_exe_nojs","Adobe PDF Escape EXE Social Engineering (No JavaScript)",600,"This module embeds a Metasploit payload into an existing PDF file in a non-standard method. The resulting PDF can be sent to a target as part of a social engineering attack.","Metasploit Framework License (BSD)","f","2010-03-29 00:00:00",0,,"aggressive","t","CVE-2010-1240, OSVDB-63667, URL-http://blog.didierstevens.com/2010/03/29/escape-from-pdf/, URL-http://blog.didierstevens.com/2010/03/31/escape-from-foxit-reader/, URL-http://blog.didierstevens.com/2010/04/06/update-escape-from-pdf/, URL-http://www.adobe.com/support/security/bulletins/apsb10-15.html","Jeremy Conway <jeremy@sudosecure.net>"
585,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/adobe_reader_u3d.rb","exploit","windows/fileformat/adobe_reader_u3d","exploit/windows/fileformat/adobe_reader_u3d","Adobe Reader U3D Memory Corruption Vulnerability",200,"This module exploits a vulnerability in the U3D handling within versions 9.x through 9.4.6 and 10 through to 10.1.1 of Adobe Reader. The vulnerability is due to the use of uninitialized memory.  Arbitrary code execution is achieved by embedding specially crafted U3D data into a PDF document. A heap spray via JavaScript is used in order to ensure that the memory used by the invalid pointer issue is controlled.","Metasploit Framework License (BSD)","f","2011-12-06 00:00:00",0,,"aggressive","t","BID-50922, CVE-2011-2462, OSVDB-77529, URL-http://blog.9bplus.com/analyzing-cve-2011-2462, URL-http://blog.vulnhunt.com/index.php/2011/12/12/cve-2011-2462-pdf-0day-analysis/, URL-http://contagiodump.blogspot.com/2011/12/adobe-zero-day-cve-2011-2462.html, URL-http://www.adobe.com/support/security/advisories/apsa11-04.html, URL-https://sites.google.com/site/felipeandresmanzano/PDFU3DExploitJS_CVE_2009_2990.py?attredirects=0","Felipe Andres Manzano, jduck <jduck@metasploit.com>, juan vazquez <juan.vazquez@metasploit.com>, sinn3r <sinn3r@metasploit.com>"
586,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/adobe_u3d_meshdecl.rb","exploit","windows/fileformat/adobe_u3d_meshdecl","exploit/windows/fileformat/adobe_u3d_meshdecl","Adobe U3D CLODProgressiveMeshDeclaration Array Overrun",400,"This module exploits an array overflow in Adobe Reader and Adobe Acrobat. Affected versions include < 7.1.4, < 8.2, and < 9.3. By creating a specially crafted pdf that a contains malformed U3D data, an attacker may be able to execute arbitrary code.","Metasploit Framework License (BSD)","f","2009-10-13 00:00:00",0,,"aggressive","t","CVE-2009-3953, OSVDB-61690, URL-http://www.adobe.com/support/security/bulletins/apsb10-02.html","Felipe Andres Manzano <felipe.andres.manzano@gmail.com>, jduck <jduck@metasploit.com>"
587,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/adobe_utilprintf.rb","exploit","windows/fileformat/adobe_utilprintf","exploit/windows/fileformat/adobe_utilprintf","Adobe util.printf() Buffer Overflow",400,"This module exploits a buffer overflow in Adobe Reader and Adobe Acrobat Professional < 8.1.3. By creating a specially crafted pdf that a contains malformed util.printf() entry, an attacker may be able to execute arbitrary code.","Metasploit Framework License (BSD)","f","2008-02-08 00:00:00",0,,"aggressive","t","CVE-2008-2992, OSVDB-49520","Didier Stevens <didier.stevens@gmail.com>, MC <mc@metasploit.com>"
588,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/altap_salamander_pdb.rb","exploit","windows/fileformat/altap_salamander_pdb","exploit/windows/fileformat/altap_salamander_pdb","Altap Salamander 2.5 PE Viewer Buffer Overflow",400,"This module exploits a buffer overflow in Altap Salamander <= v2.5. By creating a malicious file and convincing a user to view the file with the Portable Executable Viewer plugin within a vulnerable version of Salamander, the PDB file string is copied onto the stack and the SEH can be overwritten.","Metasploit Framework License (BSD)","f","2007-06-19 00:00:00",0,,"aggressive","t","BID-24557, CVE-2007-3314, OSVDB-37579, URL-http://vuln.sg/salamander25-en.html","patrick <patrick@osisecurity.com.au>"
589,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/aol_desktop_linktag.rb","exploit","windows/fileformat/aol_desktop_linktag","exploit/windows/fileformat/aol_desktop_linktag","AOL Desktop 9.6 RTX Buffer Overflow",300,"This module exploits a vulnerability found in AOL Desktop 9.6's Tool\rich.rct component. By supplying a long string of data in the hyperlink tag, rich.rct copies this data into a buffer using a strcpy function, which causes an overflow, and results arbitrary code execution.","Metasploit Framework License (BSD)","f","2011-01-31 00:00:00",0,,"aggressive","t","EDB-16085, OSVDB-70741","mr_me <steventhomasseeley@gmail.com>, sickn3ss, silent_dream, sinn3r <sinn3r@metasploit.com>, sup3r"
590,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/aol_phobos_bof.rb","exploit","windows/fileformat/aol_phobos_bof","exploit/windows/fileformat/aol_phobos_bof","AOL 9.5 Phobos.Playlist Import() Stack-based Buffer Overflow",200,"This module exploits a stack-based buffer overflow within Phobos.dll of AOL 9.5. By setting an overly long value to 'Import()', an attacker can overrun a buffer and execute arbitrary code.  NOTE: This ActiveX control is NOT marked safe for scripting or initialization.","Metasploit Framework License (BSD)","f","2010-01-20 00:00:00",0,,"aggressive","t","EDB-11204, OSVDB-61964, URL-http://www.rec-sec.com/2010/01/25/aol-playlist-class-buffer-overflow/","Trancer <mtrancer@gmail.com>"
591,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/apple_quicktime_pnsize.rb","exploit","windows/fileformat/apple_quicktime_pnsize","exploit/windows/fileformat/apple_quicktime_pnsize","Apple QuickTime PICT PnSize Buffer Overflow",400,"This module exploits a vulnerability in Apple QuickTime Player 7.60.92.0. When opening a .mov file containing a specially crafted PnSize value, an attacker may be able to execute arbitrary code.","Metasploit Framework License (BSD)","f","2011-08-08 00:00:00",0,,"aggressive","t","BID-49144, CVE-2011-0257","MC <mc@metasploit.com>, corelanc0d3r <peter.ve@corelan.be>"
592,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/apple_quicktime_texml.rb","exploit","windows/fileformat/apple_quicktime_texml","exploit/windows/fileformat/apple_quicktime_texml","Apple QuickTime TeXML Style Element Stack Buffer Overflow",300,"This module exploits a vulnerability found in Apple QuickTime. When handling a TeXML file, it is possible to trigger a stack-based buffer overflow, and then gain arbitrary code execution under the context of the user. This is due to the QuickTime3GPP.gtx component not handling certain Style subfields properly, storing user-supplied data on the stack, which results the overflow.","Metasploit Framework License (BSD)","f","2012-05-15 00:00:00",,,"aggressive","t","BID-53571, CVE-2012-0663, OSVDB-81934, URL-http://0x1byte.blogspot.com/2012/06/cve-2012-0663-and-cve-2012-0664-samples.html, URL-http://support.apple.com/kb/HT1222, URL-http://www.zerodayinitiative.com/advisories/ZDI-12-107/","Alexander Gavrun, juan vazquez <juan.vazquez@metasploit.com>, sinn3r <sinn3r@metasploit.com>"
593,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/audio_coder_m3u.rb","exploit","windows/fileformat/audio_coder_m3u","exploit/windows/fileformat/audio_coder_m3u","AudioCoder .M3U Buffer Overflow",300,"This module exploits a buffer overflow in Audio Code 0.8.18. The vulnerability occurs when adding an .m3u, allowing arbitrary code execution with the privileges of the user running AudioCoder. This module has been tested successfully on AudioCoder 0.8.18.5353 over Windows XP SP3 and Windows 7 SP1.","Metasploit Framework License (BSD)","f","2013-05-01 00:00:00",0,,"aggressive","t","EDB-25141, OSVDB-92939","juan vazquez <juan.vazquez@metasploit.com>, metacom"
594,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/audio_wkstn_pls.rb","exploit","windows/fileformat/audio_wkstn_pls","exploit/windows/fileformat/audio_wkstn_pls","Audio Workstation 6.4.2.4.3 pls Buffer Overflow",400,"This module exploits a buffer overflow in Audio Workstation 6.4.2.4.3. When opening a malicious pls file with the Audio Workstation, a remote attacker could overflow a buffer and execute arbitrary code.","Metasploit Framework License (BSD)","f","2009-12-08 00:00:00",0,,"aggressive","t","CVE-2009-0476, EDB-10353, OSVDB-55424","dookie, germaya_x"
595,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/audiotran_pls.rb","exploit","windows/fileformat/audiotran_pls","exploit/windows/fileformat/audiotran_pls","Audiotran 1.4.1 (PLS File) Stack Buffer Overflow",400,"This module exploits a stack-based buffer overflow in Audiotran 1.4.1. An attacker must send the file to victim and the victim must open the file. Alternatively it may be possible to execute code remotely via an embedded PLS file within a browser, when the PLS extention is registered to Audiotran. This functionality has not been tested in this module.","Metasploit Framework License (BSD)","f","2010-01-09 00:00:00",0,,"aggressive","t","CVE-2009-0476, EDB-11079, OSVDB-55424","Sebastien Duquette, dookie"
596,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/aviosoft_plf_buf.rb","exploit","windows/fileformat/aviosoft_plf_buf","exploit/windows/fileformat/aviosoft_plf_buf","Aviosoft Digital TV Player Professional 1.0 Stack Buffer Overflow",400,"This module exploits a vulnerability found in Aviosoft Digital TV Player Pro version 1.x. An overflow occurs when the process copies the content of a playlist file on to the stack, which may result aribitrary code execution under the context of the user.","Metasploit Framework License (BSD)","f","2011-11-09 00:00:00",0,,"aggressive","t","EDB-18096, OSVDB-77043","modpr0be, sinn3r <sinn3r@metasploit.com>"
597,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/bacnet_csv.rb","exploit","windows/fileformat/bacnet_csv","exploit/windows/fileformat/bacnet_csv","BACnet OPC Client Buffer Overflow",400,"This module exploits a stack buffer overflow in SCADA Engine BACnet OPC Client v1.0.24. When the BACnet OPC Client parses a specially crafted csv file, arbitrary code may be executed.","Metasploit Framework License (BSD)","f","2010-09-16 00:00:00",0,,"aggressive","t","BID-43289, OSVDB-68096, URL-http://www.us-cert.gov/control_systems/pdf/ICSA-10-264-01.pdf","Jeremy Brown, MC <mc@metasploit.com>"
598,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/blazedvd_hdtv_bof.rb","exploit","windows/fileformat/blazedvd_hdtv_bof","exploit/windows/fileformat/blazedvd_hdtv_bof","BlazeVideo HDTV Player Pro v6.6 Filename Handling Vulnerability",300,"This module exploits a vulnerability found in BlazeVideo HDTV Player's filename handling routine. When supplying a string of input data embedded in a .plf file, the MediaPlayerCtrl.dll component will try to extract a filename by using PathFindFileNameA(), and then copies whatever the return value is on the stack by using an inline strcpy. As a result, if this input data is long enough, it can cause a stack-based buffer overflow, which may lead to arbitrary code execution under the context of the user.","Metasploit Framework License (BSD)","f","2012-04-03 00:00:00",0,,"aggressive","t","EDB-18693, EDB-22931, OSVDB-80896","b33f, sinn3r <sinn3r@metasploit.com>"
599,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/blazedvd_plf.rb","exploit","windows/fileformat/blazedvd_plf","exploit/windows/fileformat/blazedvd_plf","BlazeDVD 5.1 PLF Buffer Overflow",400,"This module exploits a stack over flow in BlazeDVD 5.1. When the application is used to open a specially crafted plf file, a buffer is overwritten allowing for the execution of arbitrary code.","Metasploit Framework License (BSD)","f","2009-08-03 00:00:00",0,,"aggressive","t","BID-35918, CVE-2006-6199, OSVDB-30770","MC <mc@metasploit.com>"
600,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/bsplayer_m3u.rb","exploit","windows/fileformat/bsplayer_m3u","exploit/windows/fileformat/bsplayer_m3u","BS.Player 2.57 Buffer Overflow (Unicode SEH)",300,"This module exploits a buffer overflow in BS.Player 2.57. When the playlist import is used to import a specially crafted m3u file, a buffer overflow occurs allowing arbitrary code execution.","Metasploit Framework License (BSD)","f","2010-01-07 00:00:00",0,,"aggressive","t","EDB-15934","C4SS!0 G0M3S, Chris Gabriel"
601,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/ca_cab.rb","exploit","windows/fileformat/ca_cab","exploit/windows/fileformat/ca_cab","CA Antivirus Engine CAB Buffer Overflow",400,"This module exploits a stack buffer overflow in CA eTrust Antivirus 8.1.637. By creating a specially crafted CAB file, an an attacker may be able to execute arbitrary code.","Metasploit Framework License (BSD)","f","2007-06-05 00:00:00",0,,"aggressive","t","BID-24330, CVE-2007-2864, OSVDB-35245, URL-http://www.zerodayinitiative.com/advisories/ZDI-07-035.html","MC <mc@metasploit.com>"
602,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/cain_abel_4918_rdp.rb","exploit","windows/fileformat/cain_abel_4918_rdp","exploit/windows/fileformat/cain_abel_4918_rdp","Cain & Abel <= v4.9.24 RDP Buffer Overflow",400,"This module exploits a stack-based buffer overflow in the Cain & Abel v4.9.24 and below. An attacker must send the file to victim, and the victim must open the specially crafted RDP file under Tools -> Remote Desktop Password Decoder.","Metasploit Framework License (BSD)","f","2008-11-30 00:00:00",0,,"aggressive","t","BID-32543, CVE-2008-5405, EDB-7329, OSVDB-50342","Trancek <trancek@yashira.org>"
603,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/ccmplayer_m3u_bof.rb","exploit","windows/fileformat/ccmplayer_m3u_bof","exploit/windows/fileformat/ccmplayer_m3u_bof","CCMPlayer 1.5 m3u Playlist Stack Based Buffer Overflow",400,"This module exploits a stack based buffer overflow in CCMPlayer 1.5. Opening a m3u playlist with a long track name, a SEH exception record can be overwritten with parts of the controllable buffer. SEH execution is triggered after an invalid read of an injectible address, thus allowing arbitrary code execution. This module works on multiple Windows platforms including: Windows XP SP3, Windows Vista, and Windows 7.","Metasploit Framework License (BSD)","f","2011-11-30 00:00:00",0,,"aggressive","t","EDB-18178, OSVDB-77453","Rh0"
604,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/coolpdf_image_stream_bof.rb","exploit","windows/fileformat/coolpdf_image_stream_bof","exploit/windows/fileformat/coolpdf_image_stream_bof","Cool PDF Image Stream Buffer Overflow",300,"This module exploits a stack buffer overflow in Cool PDF Reader prior to version 3.0.2.256. The vulnerability is triggered when opening a malformed PDF file that contains a specially crafted image stream. This module has been tested successfully on Cool PDF 3.0.2.256 over Windows XP SP3 and Windows 7 SP1.","Metasploit Framework License (BSD)","f","2013-01-18 00:00:00",0,,"aggressive","t","CVE-2012-4914, EDB-24463, OSVDB-89349, URL-http://www.protekresearchlab.com/index.php?option=com_content&view=article&id=70&Itemid=70","Chris Gabriel, Francis Provencher, juan vazquez <juan.vazquez@metasploit.com>"
605,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/csound_getnum_bof.rb","exploit","windows/fileformat/csound_getnum_bof","exploit/windows/fileformat/csound_getnum_bof","Csound hetro File Handling Stack Buffer Overflow",300,"This module exploits a buffer overflow in Csound before 5.16.6. The overflow occurs when trying to import a malicious hetro file from tabular format. In order to achieve exploitation the user should import the malicious file through csound with a command like ""csound -U het_import msf.csd file.het"". This exploit doesn't work if the ""het_import"" command is used directly to convert the file.","Metasploit Framework License (BSD)","f","2012-02-23 00:00:00",0,,"aggressive","t","BID-52144, CVE-2012-0270, OSVDB-79491, URL-http://csound.git.sourceforge.net/git/gitweb.cgi?p=csound/csound5.git;a=commit;h=7d617a9551fb6c552ba16874b71266fcd90f3a6f, URL-http://secunia.com/secunia_research/2012-3/","Secunia, juan vazquez <juan.vazquez@metasploit.com>"
606,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/cutezip_bof.rb","exploit","windows/fileformat/cutezip_bof","exploit/windows/fileformat/cutezip_bof","GlobalSCAPE CuteZIP Stack Buffer Overflow",300,"This module exploits a stack-based buffer overflow vulnerability in version 2.1 of CuteZIP.  In order for the command to be executed, an attacker must convince the target user to open a specially crafted zip file with CuteZIP. By doing so, an attacker can execute arbitrary code as the target user.","Metasploit Framework License (BSD)","f","2011-02-12 00:00:00",0,,"aggressive","t","BID-46375, EDB-16162","C4SS!0 G0M3S <Louredo_@hotmail.com>, juan vazquez <juan.vazquez@metasploit.com>"
607,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/cyberlink_p2g_bof.rb","exploit","windows/fileformat/cyberlink_p2g_bof","exploit/windows/fileformat/cyberlink_p2g_bof","CyberLink Power2Go name attribute (p2g) Stack Buffer Overflow Exploit",500,"This module exploits a stack buffer overflow in CyberLink Power2Go version 8.x The vulnerability is triggered when opening a malformed p2g file containing an overly long string in the 'name' attribute of the file element. This results in overwriting a structured exception handler record.","Metasploit Framework License (BSD)","f","2011-09-12 00:00:00",0,,"aggressive","t","BID-50997, OSVDB-77600, UDB-18220, US-CERT-VU-158003","modpr0be <modpr0be@spentera.com>, mr_me <steventhomasseeley@gmail.com>"
608,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/cytel_studio_cy3.rb","exploit","windows/fileformat/cytel_studio_cy3","exploit/windows/fileformat/cytel_studio_cy3","Cytel Studio 9.0 (CY3 File) Stack Buffer Overflow",400,"This module exploits a stack based buffer overflow found in Cytel Studio <= 9.0. The overflow is triggered during the copying of strings to a stack buffer of 256 bytes.","Metasploit Framework License (BSD)","f","2011-10-02 00:00:00",0,,"aggressive","t","BID-49924, OSVDB-75991, URL-http://aluigi.altervista.org/adv/cytel_1-adv.txt","James Fitts <fitts.james@gmail.com>, Luigi Auriemma"
609,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/deepburner_path.rb","exploit","windows/fileformat/deepburner_path","exploit/windows/fileformat/deepburner_path","AstonSoft DeepBurner (DBR File) Path Buffer Overflow",500,"This module exploits a stack-based buffer overflow in versions 1.9.0.228, 1.8.0, and possibly other versions of AstonSoft's DeepBurner (Pro, Lite, etc). An attacker must send the file to victim and the victim must open the file. Alternatively it may be possible to execute code remotely via an embedded DBR file within a browser, since the DBR extention is registered to DeepBurner.","Metasploit Framework License (BSD)","f","2006-12-19 00:00:00",0,,"aggressive","t","BID-21657, CVE-2006-6665, EDB-11315, EDB-2950, EDB-8335, OSVDB-32356","Expanders, fl0 fl0w, jduck <jduck@metasploit.com>"
610,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/destinymediaplayer16.rb","exploit","windows/fileformat/destinymediaplayer16","exploit/windows/fileformat/destinymediaplayer16","Destiny Media Player 1.61 PLS M3U Buffer Overflow",400,"This module exploits a stack-based buffer overflow in the Destiny Media Player 1.61. An attacker must send the file to victim and the victim must open the file. File-->Open Playlist","Metasploit Framework License (BSD)","f","2009-01-03 00:00:00",0,,"aggressive","t","BID-33091, CVE-2009-3429, EDB-7651, OSVDB-53249","Trancek <trancek@yashira.org>"
611,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/digital_music_pad_pls.rb","exploit","windows/fileformat/digital_music_pad_pls","exploit/windows/fileformat/digital_music_pad_pls","Digital Music Pad Version 8.2.3.3.4 Stack Buffer Overflow",300,"This module exploits a buffer overflow in Digital Music Pad Version 8.2.3.3.4 When opening a malicious pls file with the Digital Music Pad, a remote attacker could overflow a buffer and execute arbitrary code.","Metasploit Framework License (BSD)","f","2010-09-17 00:00:00",0,,"aggressive","t","EDB-15134, OSVDB-68178, URL-http://secunia.com/advisories/41519/","Abhishek Lyall <abhilyall@gmail.com>"
612,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/djstudio_pls_bof.rb","exploit","windows/fileformat/djstudio_pls_bof","exploit/windows/fileformat/djstudio_pls_bof","DJ Studio Pro 5.1 .pls Stack Buffer Overflow",300,"This module exploits a stack-based buffer overflow in DJ Studio Pro 5.1.6.5.2. When handling a .pls file, DJ Studio will copy the user-supplied data on the stack without any proper bounds checking done beforehand, therefore allowing code execution under the context of the user.","Metasploit Framework License (BSD)","f","2009-12-30 00:00:00",0,,"aggressive","t","CVE-2009-4656, EDB-10827, OSVDB-58159","Death-Shadow-Dark <death.shadow.dark@gmail.com>, Sebastien Duquette"
613,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/djvu_imageurl.rb","exploit","windows/fileformat/djvu_imageurl","exploit/windows/fileformat/djvu_imageurl","DjVu DjVu_ActiveX_MSOffice.dll ActiveX ComponentBuffer Overflow",100,"This module exploits a stack buffer overflow in DjVu ActiveX Component. When sending an overly long string to the ImageURL() property of DjVu_ActiveX_MSOffice.dll (3.0) an attacker may be able to execute arbitrary code. This control is not marked safe for scripting, so choose your attack vector accordingly.","Metasploit Framework License (BSD)","f","2008-10-30 00:00:00",0,,"aggressive","t","BID-31987, CVE-2008-4922, OSVDB-49592","dean <dean@zerodaysolutions.com>"
614,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/dvdx_plf_bof.rb","exploit","windows/fileformat/dvdx_plf_bof","exploit/windows/fileformat/dvdx_plf_bof","DVD X Player 5.5 .plf PlayList Buffer Overflow",300,"This module exploits a stack-based buffer overflow on DVD X Player 5.5 Pro and Standard. By supplying a long string of data in a plf file (playlist), the MediaPlayerCtrl.dll component will attempt to extract a filename out of the string, and then copy it on the stack without any proper bounds checking, which casues a buffer overflow, and results arbitrary code execution under the context of the user.  This module has been designed to target common Windows systems such as: Windows XP SP2/SP3, Windows Vista, and Windows 7.","Metasploit Framework License (BSD)","f","2007-06-02 00:00:00",0,,"aggressive","t","BID-24278, CVE-2007-3068, EDB-17745, OSVDB-36956","D3r K0n!G, n00b, sickness, sinn3r <sinn3r@metasploit.com>"
615,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/emc_appextender_keyworks.rb","exploit","windows/fileformat/emc_appextender_keyworks","exploit/windows/fileformat/emc_appextender_keyworks","EMC ApplicationXtender (KeyWorks) ActiveX Control Buffer Overflow",200,"This module exploits a stack buffer overflow in the KeyWorks KeyHelp Activex Control (KeyHelp.ocx 1.2.3120.0). This Activex Control comes bundled with EMC's Documentation ApplicationXtender 5.4.","Metasploit Framework License (BSD)","f","2009-09-29 00:00:00",0,,"aggressive","t","BID-36546, OSVDB-58423","MC <mc@metasploit.com>"
616,"2013-05-11 08:19:05","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/erdas_er_viewer_bof.rb","exploit","windows/fileformat/erdas_er_viewer_bof","exploit/windows/fileformat/erdas_er_viewer_bof","ERS Viewer 2011 ERS File Handling Buffer Overflow",300,"This module exploits a buffer overflow vulnerability found in ERS Viewer 2011 (version 11.04). The vulnerability exists in the module ermapper_u.dll where the function ERM_convert_to_correct_webpath handles user provided data in a insecure way. It results in arbitrary code execution under the context of the user viewing a specially crafted .ers file. This module has been tested successfully with ERS Viewer 2011 (version 11.04) on Windows XP SP3 and Windows 7 SP1.","Metasploit Framework License (BSD)","f","2013-04-23 00:00:00",0,,"aggressive","t","BID-59379, CVE-2013-0726, OSVDB-92694, URL-http://secunia.com/advisories/51725/","Parvez Anwar, juan vazquez <juan.vazquez@metasploit.com>"
617,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/esignal_styletemplate_bof.rb","exploit","windows/fileformat/esignal_styletemplate_bof","exploit/windows/fileformat/esignal_styletemplate_bof","eSignal and eSignal Pro <= 10.6.2425.1208 file parsing buffer overflow in QUO",300,"The software is unable to handle the ""<StyleTemplate>"" files (even those original included in the program) like those with the registered extensions QUO, SUM and POR. Successful exploitation of this vulnerability may take up to several seconds due to the use of egghunter. Also, DEP bypass is unlikely due to the limited space for payload.","Metasploit Framework License (BSD)","f","2011-09-06 00:00:00",0,,"aggressive","t","BID-49600, CVE-2011-3494, EDB-17837, OSVDB-75456, URL-http://aluigi.altervista.org/adv/esignal_1-adv.txt","Luigi Auriemma, TecR0c <tecr0c@tecninja.net>, mr_me <steventhomasseeley@gmai.com>"
618,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/etrust_pestscan.rb","exploit","windows/fileformat/etrust_pestscan","exploit/windows/fileformat/etrust_pestscan","CA eTrust PestPatrol ActiveX Control Buffer Overflow",200,"This module exploits a stack buffer overflow in CA eTrust PestPatrol. When sending an overly long string to the Initialize() property of ppctl.dll (5.6.7.9) an attacker may be able to execute arbitrary code.","Metasploit Framework License (BSD)","f","2009-11-02 00:00:00",0,,"aggressive","t","CVE-2009-4225, OSVDB-60862, URL-http://www.my-etrust.com/Extern/RoadRunner/PestScan/scan.htm","MC <mc@metasploit.com>"
619,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/ezip_wizard_bof.rb","exploit","windows/fileformat/ezip_wizard_bof","exploit/windows/fileformat/ezip_wizard_bof","eZip Wizard 3.0 Stack Buffer Overflow",400,"This module exploits a stack-based buffer overflow vulnerability in version 3.0 of ediSys Corp.'s eZip Wizard.  In order for the command to be executed, an attacker must convince someone to open a specially crafted zip file with eZip Wizard, and access the specially file via double-clicking it. By doing so, an attacker can execute arbitrary code as the victim user.","Metasploit Framework License (BSD)","f","2009-03-09 00:00:00",0,,"aggressive","t","BID-34044, CVE-2009-1028, EDB-12059, EDB-8180, OSVDB-52815, URL-http://www.edisys.com/","Lincoln, fl0 fl0w, jduck <jduck@metasploit.com>"
620,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/exploits/windows/fileformat/fatplayer_wav.rb","exploit","windows/fileformat/fatplayer_wav","exploit/windows/fileformat/fatplayer_wav","Fat Player Media Player 0.6b0 Buffer Overflow",300,"This module exploits a buffer overflow in Fat Player 0.6b. When the application is used to import a specially crafted wav file, a buffer overflow occurs allowing arbitrary code execution.","Metasploit Framework License (BSD)","f","2010-10-18 00:00:00",0,,"aggressive","t","CVE-2009-4962, EDB-15279, OSVDB-57343","James Fitts <fitts.james@gmail.com>, dookie"
