Destination,Prefix,First Interval,Sub Interval,Rate,Status,Start Date,End Date
SWITZERLAND SWISSCOM MOBILE,4179070,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179071,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179072,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179073,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179074,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179075,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179076,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179077,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179078,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179079,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179080,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179081,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179082,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179083,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179084,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179085,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179086,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179087,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179088,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179089,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179090,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179091,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179092,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179093,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179094,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179095,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179096,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179097,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179098,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179099,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179100,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179101,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179102,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179103,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179104,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179105,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179106,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179107,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179108,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179109,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179110,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179111,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179112,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179113,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179114,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179115,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179116,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179117,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179118,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179119,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179120,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179121,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179122,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179123,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179124,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179125,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179126,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179127,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179128,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179129,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179130,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179131,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179132,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179133,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179134,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179135,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179136,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179137,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179138,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179139,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179140,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179141,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179142,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179143,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179144,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179145,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179146,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179147,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179148,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179149,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179150,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179151,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179152,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179153,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179154,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179155,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179156,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179157,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179158,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179159,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179160,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179161,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179162,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179163,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179164,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179165,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179166,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179167,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179168,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179169,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179170,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179171,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179172,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179173,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179174,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179175,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179176,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179177,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179178,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179179,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179180,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179181,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179182,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179183,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179184,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179185,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179186,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179187,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179188,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179189,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179190,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179191,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179192,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179193,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179194,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179195,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179196,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179197,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179198,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179199,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179200,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179201,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179202,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179203,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179204,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179205,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179206,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179207,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179208,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179209,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179210,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179211,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179212,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179213,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179214,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179215,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179216,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179217,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179218,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179219,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179220,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179221,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179222,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179223,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179224,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179225,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179226,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179227,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179228,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179229,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179230,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179231,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179232,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179233,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179234,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179235,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179236,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179237,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179238,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179239,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179240,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179241,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179242,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179243,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179244,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179245,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179246,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179247,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179248,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179249,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179250,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179251,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179252,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179253,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179254,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179255,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179256,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179257,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179258,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179259,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179260,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179261,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179262,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179263,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179264,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179265,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179266,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179267,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179268,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179269,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179270,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179271,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179272,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179273,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179274,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179275,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179276,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179277,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179278,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179279,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179280,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179281,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179282,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179283,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179284,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179285,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179286,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179287,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179288,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179289,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179290,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179291,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179292,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179293,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179294,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179295,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179296,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179297,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179298,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179299,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179300,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179301,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179302,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179303,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179304,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179305,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179306,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179307,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179308,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179309,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179310,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179311,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179312,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179313,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179314,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179315,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179316,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179317,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179318,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179319,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179320,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179321,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179322,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179323,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179324,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179325,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179326,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
SWITZERLAND SWISSCOM MOBILE,4179327,30,6,0.2152,Current,2010-07-02 11:06:58.484053,
