"bizID","bizCat","bizCatSub","bizName","bizAddr","bizCity","bizState","bizZip","bizPhone","bizFax","bizEmail","bizURL","locAreaCode","locFIPS","locTimeZone","locDST","locLat","locLong","locMSA","locPMSA","locCounty"
215,"Gambling & Casinos","Casinos","Casino Caribbean","12526 Northeast 144th Street","Kirkland","WA","98034","(425)821-2222","","","www.casino-caribbean.ne","425","53033","PST","Y","47.7179","-122.2043","","7600","King"
216,"Gambling & Casinos","Casinos","Casino City","95 Wells Avenue","Newton Centre","MA","02459","(617)964-6250","(617)964-2280","pitboss@casinocity.com","","617","25017","EST","Y","42.3146","-71.1931","","1120","Middlesex"
217,"Gambling & Casinos","Casinos","Casino D F W","2626 Scenic Point Trail 2324","Arlington","TX","76001","(972)742-4250","","","","817","48439","CST","Y","32.6288","-97.1183","","2800","Tarrant"
218,"Gambling & Casinos","Casinos","Casino Data Systems","2600 25th Avenue","Gulfport","MS","39501","(228)863-2827","","","","228","28047","CST","Y","30.3896","-89.0988","0920","","Harrison"
219,"Gambling & Casinos","Casinos","Casino Data Systems Gaming","54 Jemez Dam Road","Bernalillo","NM","87004","(505)867-8659","","","","505","35043","MST","Y","35.4078","-106.8201","0200","","Sandoval"
220,"Gambling & Casinos","Casinos","Casino Data Systems Gaming","Acomita","Pueblo Of Acoma","NM","87034","(505)552-0764","","","","505","35061","MST","Y","35.0806","-107.5975","0200","","Valencia"
221,"Gambling & Casinos","Casinos","Casino Dealer Training Center","1108 South 8 St","Phila","PA","19148","(215)339-5857","","","","215","42101","EST","Y","39.9110","-75.1534","","6160","Philadelphia"
222,"Gambling & Casinos","Casinos","Casino Dealers School","22790 Alessandro Boulevard","Moreno Valley","CA","92553","(951)653-0330","","","www.casinodealerschool.ne","951","06065","PST","Y","33.9241","-117.2463","","6780","Riverside"
223,"Gambling & Casinos","Casinos","Casino Depot","2416 Music Valley Drive","Nashville","TN","37214","(615)883-5559","","","www.casinodepot.ne","615","47037","CST","Y","36.1692","-86.6656","5360","","Davidson"
224,"Gambling & Casinos","Casinos","Casino Gaming Institute of America","600 Old Country Road","Garden City","NY","11530","(516)227-1186","","","","516","36059","EST","Y","40.7270","-73.6328","","5380","Nassau"
225,"Gambling & Casinos","Casinos","Casino Gold","Po Box 881122","La Mesa","CA","91941","(619)303-4653","","","www.casinogoldsd.co","619","06073","PST","Y","32.7605","-116.9997","7320","","San Diego"
226,"Gambling & Casinos","Casinos","Casino in Bowler","W12180 County Road A","Bowler","WI","54416","(715)793-4090","","","www.mohicannorthstar.co","715","55115","CST","Y","44.9650","-88.9461","","","Shawano"
227,"Gambling & Casinos","Casinos","Casino Island","7850 Mentor Avenue","Mentor","OH","44060","(440)205-0642","","","","440","39085","EST","Y","41.6763","-81.3297","","1680","Lake"
228,"Gambling & Casinos","Casinos","Casino Mardi GRAS","1327 Main St","Billings","MT","59105","(406)245-3272","","","","406","30111","MST","Y","45.8705","-108.4771","0880","","Yellowstone"
229,"Gambling & Casinos","Casinos","Casino Marketing Inc","353 Jonestown Road Suite 1","Winston Salem","NC","27104","(910)607-7236","","CasinoMarketing@Juno.Com","","336","37067","EST","Y","36.0956","-80.3215","3120","","Forsyth"
230,"Gambling & Casinos","Casinos","Casino Parties Inc","823 Kingston Drive","Cherry Hill","NJ","08034","(856)667-3522","","","www.casinopartiesnj.co","856","34007","EST","Y","39.9056","-74.9993","","6160","Camden"
231,"Gambling & Casinos","Casinos","Casino Party Inc","6900 South Freeway","Fort Worth","TX","76134","(817)551-9255","","","","817","48439","CST","Y","32.6431","-97.3312","","2800","Tarrant"
232,"Gambling & Casinos","Casinos","Casino Professionals Of New York","261 W 35 At 8th Avenue","New York","NY","10001","(212)563-1111","","","","212","36061","EST","Y","40.7500","-73.9967","","5600","New York"
233,"Gambling & Casinos","Casinos","Casino Queen Hotel","200 Front Street","East Saint Louis","IL","62201","(618)874-5000","","","www.illinoiscasinos.ne","618","17163","CST","Y","38.6386","-90.1321","7040","","Saint Clair"
234,"Gambling & Casinos","Casinos","Casino Rated Players Inc","29777 Telegraph Road","Southfield","MI","48034","(248)945-5000","","","","248","26125","EST","Y","42.4750","-83.2896","","2160","Oakland"
235,"Gambling & Casinos","Casinos","Casino Rock Island Accounting Offices","208 18th Street","Rock Island","IL","61201","(309)786-8182","","","","309","17161","CST","Y","41.4874","-90.5678","1960","","Rock Island"
236,"Gambling & Casinos","Casinos","Casino Rouge","1717 River Road North","Baton Rouge","LA","70802","(225)381-7777","","","www.casinorouge.co","225","22033","CST","Y","30.4460","-91.1740","0760","","East Baton Rouge"
237,"Gambling & Casinos","Casinos","Casino Royale","2456 Central Avenue","Billings","MT","59102","(406)652-3425","","","","406","30111","MST","Y","45.7752","-108.5800","0880","","Yellowstone"
238,"Gambling & Casinos","Casinos","Casino Services Publishing","10544 40th Street North","Moorhead","MN","56560","(218)287-8271","","","","218","27027","CST","Y","46.9239","-96.7135","2520","","Clay"
239,"Gambling & Casinos","Casinos","Casino Services Publishing","10544 40th Street North","Moorhead","MN","56560","(218)287-8272","","","www.casinoenterprisemanagement.co","218","27027","CST","Y","46.9239","-96.7135","2520","","Clay"
240,"Gambling & Casinos","Casinos","Casino Shuttles","8275 State Highway 59","Foley","AL","36535","(251)943-2744","","","www.casinoshuttles.co","251","01003","CST","Y","30.3794","-87.7151","5160","","Baldwin"
241,"Gambling & Casinos","Casinos","Casino Strategy Cards","405 Jericho Turnpike","New Hyde Park","NY","11040","(516)488-0079","","sales@casinostrategycards.com","casinostrategycards.co","516","36059","EST","Y","40.7459","-73.6798","","5380","Nassau"
242,"Gambling & Casinos","Casinos","Casino Tours","615 Chapel Avenue East","Cherry Hill","NJ","08034","(856)429-0644","","","","856","34007","EST","Y","39.9056","-74.9993","","6160","Camden"
243,"Gambling & Casinos","Casinos","Casino Transportation","1182 South Havana Street","Aurora","CO","80012","(303)745-3331","","","","303","08005","MST","Y","39.6993","-104.8375","","2080","Arapahoe"
244,"Gambling & Casinos","Casinos","Casino Travel","2136 Gulf Gate Drive Suite 5","Sarasota","FL","34231","(941)921-5051","","","","941","12115","EST","Y","27.2634","-82.5105","7510","","Sarasota"
245,"Gambling & Casinos","Casinos","Casino Villas","223 Stillwell Branch Road","Cherokee","NC","28719","(828)497-0082","","casinovillas@aol.com","www.casinovillas.co","828","37173","EST","Y","35.5834","-83.2837","","","Swain"
246,"Gambling & Casinos","Casinos","Casino VIP Travel","Port Street Lucie","Port Saint Lucie","FL","34952","(772)344-1741","","","","772","12111","EST","Y","27.2963","-80.2966","2710","","Saint Lucie"
247,"Gambling & Casinos","Casinos","Casino Winning","92 South Gerald Drive","Newark","DE","19713","(302)731-2761","","STEV1566@DPNET.NET","","302","10003","EST","Y","39.6702","-75.7117","","9160","New Castle"
248,"Gambling & Casinos","Casinos","Casino World Inc","5403 Indian Hill Boulevard","Diamondhead","MS","39525","(228)255-7600","","","","228","28045","CST","Y","30.3820","-89.3694","0920","","Hancock"
249,"Gambling & Casinos","Casinos","Casinocity","95 Wells Avenue","Newton Center","MA","02459","(617)332-2850","","","www.casinocity.co","617","25017","EST","Y","42.3146","-71.1931","","1120","Middlesex"
250,"Gambling & Casinos","Casinos","Casinomaha","17214 210th Street","Onawa","IA","51040","(712)423-3700","","","","712","19133","CST","Y","42.0513","-96.1326","","","Monona"
251,"Gambling & Casinos","Casinos","Casinos by DURO","50 Brook Avenue","Deer Park","NY","11729","(631)243-2900","","","","631","36103","EST","Y","40.7623","-73.3217","","5380","Suffolk"
252,"Gambling & Casinos","Casinos","Casinos By Tihati","3615 Harding Avenue Suite 507","Honolulu","HI","96816","(808)735-0292","","","www.tihati.co","808","15003","PST-2","N","21.2950","-157.7902","3320","","Honolulu"
253,"Gambling & Casinos","Casinos","Casinos in Paradise","Po Box 4200","Mililani","HI","96789","(808)623-7546","","","home.hawaii.rr.com/casinofun","808","15003","PST-2","N","21.4601","-157.9603","3320","","Honolulu"
254,"Gambling & Casinos","Casinos","Casinos Party Inc","2778 Southeast Loop 820","Fort Worth","TX","76140","(817)293-8700","","","www.casinopartiesinc.co","817","48439","CST","Y","32.6202","-97.2678","","2800","Tarrant"
255,"Gambling & Casinos","Casinos","Cassidy Frames","P. O. Box 157","West Boylston","MA","01583","(800)941-4491","","cassidy@cassidyframes.com","www.cassidyframes.co","508","25027","EST","Y","42.3700","-71.7814","","9240","Worcester"
256,"Gambling & Casinos","Casinos","Catfish Bend Casino","400 North Front Street","Burlington","IA","52601","(319)753-2946","","","","319","19057","CST","Y","40.8532","-91.1004","","","Des Moines"
257,"Gambling & Casinos","Casinos","Catfish Bend Casino","902 Riverview Drive","Fort Madison","IA","52627","(319)372-2946","","","","319","19111","CST","Y","40.6441","-91.3700","","","Lee"
258,"Gambling & Casinos","Casinos","Century Casinos Inc","1263 Lake Plaza Drive","Colorado Springs","CO","80906","(719)527-8300","","","www.centurycasinos.co","719","08041","MST","Y","38.7684","-104.8721","1720","","El Paso"
259,"Gambling & Casinos","Casinos","Chandler Security Systems","314 Westport Avenue","Norwalk","CT","06851","(203)849-1004","","","www.chandlersecurityinc.co","203","09001","EST","Y","41.1388","-73.4037","","8040","Fairfield"
260,"Gambling & Casinos","Casinos","Charlie Brown's Casino","414 Gateway Drive","Grand Forks","ND","58203","(701)772-7620","","","","701","38035","CST","Y","47.9619","-97.0827","2985","","Grand Forks"
261,"Gambling & Casinos","Casinos","Chicago Entertainment Tour Inc","5008 North Broadway Street","Chicago","IL","60640","(773)784-9938","","","","773","17031","CST","Y","41.9714","-87.6603","","1600","Cook"
262,"Gambling & Casinos","Casinos","Chicago Entertainment Tours #6","7226 West 87th Street","Bridgeview","IL","60455","(708)599-7858","","","","708","17031","CST","Y","41.7407","-87.8064","","1600","Cook"
263,"Gambling & Casinos","Casinos","Chinook Winds","1777 NW 44th Street","Lincoln City","OR","97367","(541)994-4474","","","","541","41041","PST","Y","44.9454","-123.8611","","","Lincoln"
264,"Gambling & Casinos","Casinos","Chinook Winds Casino & Convention Center","541 996-Luck","Lincoln City","OR","97367","(541)996-5825","","","","541","41041","PST","Y","44.9454","-123.8611","","","Lincoln"
265,"Gambling & Casinos","Casinos","Chips Casino & Lounge","1014 South 12th Street","Bismarck","ND","58504","(701)223-8767","","","","701","38015","CST","Y","46.7287","-100.6160","1010","","Burleigh"
266,"Gambling & Casinos","Casinos","Chips Casino Cafe Pacific","1500 Northeast Riddell Road","Bremerton","WA","98310","(360)377-8322","","","www.chipscasino.co","360","53035","PST","Y","47.5964","-122.6209","","1150","Kitsap"
267,"Gambling & Casinos","Casinos","Chips Casino Lakewood","8200 Tacoma Mall Boulevard","Lakewood","WA","98499","(253)581-5851","","","chipscasino.co","253","53053","PST","Y","47.1619","-122.5116","","8200","Pierce"
268,"Gambling & Casinos","Casinos","Choctaw Casino","1790 South Park Drive","Broken Bow","OK","74728","(580)584-5426","","","","580","40089","CST","Y","34.0533","-94.7758","","","McCurtain"
269,"Gambling & Casinos","Casinos","Choctaw Casino","1790 South Park Drive","Broken Bow","OK","74728","(580)584-5450","","","","580","40089","CST","Y","34.0533","-94.7758","","","McCurtain"
270,"Gambling & Casinos","Casinos","Choctaw Casino","1790 South Park Drive","Broken Bow","OK","74728","(580)584-5490","","","","580","40089","CST","Y","34.0533","-94.7758","","","McCurtain"
271,"Gambling & Casinos","Casinos","Choctaw Indian Bingo-Pocola","3400 Service Road","Fort Smith","AR","72901","(479)436-7761","","","","479","05131","CST","Y","35.3642","-94.4158","2720","","Sebastian"
272,"Gambling & Casinos","Casinos","Cities Of Gold Casino","10 Cities Of Gold Road","Santa Fe","NM","87506","(505)455-3313","","","www.citiesofgold.co","505","35049","MST","Y","35.5849","-106.0215","7490","","Santa Fe"
273,"Gambling & Casinos","Casinos","City Perk Cafe","1447 7th Street","Parkersburg","WV","26101","(304)865-1590","","","","304","54107","EST","Y","39.2786","-81.5101","6020","","Wood"
274,"Gambling & Casinos","Casinos","City Perk Cafe","1505 Grand Central Avenue Suite 1","Vienna","WV","26105","(304)865-0850","","","","304","54107","EST","Y","39.3250","-81.5409","6020","","Wood"
275,"Gambling & Casinos","Casinos","City Perk Cafe","93 Williams Highway","Parkersburg","WV","26105","(304)865-1420","","","","304","54107","EST","Y","39.3250","-81.5409","6020","","Wood"
276,"Gambling & Casinos","Casinos","Claridge Casino At Bally's","Indiana Avenue At The Boardwalk","Atlantic City","NJ","08401","(609)340-3400","","","","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
277,"Gambling & Casinos","Casinos","Classic Rock Casino","1112 East Magnesium Road","Spokane","WA","99208","(509)467-5228","","","www.lilaclanesbowling.co","509","53063","PST","Y","47.7844","-117.4656","7840","","Spokane"
278,"Gambling & Casinos","Casinos","Clear Water Casino","17818 Nez Perce","Lewiston","ID","83501","(208)750-0231","","","","208","16069","PST","Y","46.1528","-116.8587","","","Nez Perce"
279,"Gambling & Casinos","Casinos","Clearwater Casino","15347 Northeast Suquamish Way","Suquamish","WA","98392","(360)598-8700","","","clearwatercasino.co","360","53035","PST","Y","47.7317","-122.5627","","1150","Kitsap"
280,"Gambling & Casinos","Casinos","Clearwater River Casino","7463 North","Lewiston","ID","83501","(208)746-0723","","","","208","16069","PST","Y","46.1528","-116.8587","","","Nez Perce"
281,"Gambling & Casinos","Casinos","Clines Corners Retail Center LLC","1 Yacht Club Drive","Clines Corners","NM","87070","(505)472-5488","(505)472-5487","clinesco@clinescorners.com","","505","35057","MST","Y","35.0089","-105.6688","","","Torrance"
282,"Gambling & Casinos","Casinos","Club Casino","5500 South Congress Avenue","Austin","TX","78745","(512)693-9508","","","","512","48453","CST","Y","30.2064","-97.7973","0640","","Travis"
283,"Gambling & Casinos","Casinos","Club Casino Equipment Rental","4400 Brighton Boulevard","Denver","CO","80216","(303)296-4770","","","","303","08031","MST","Y","39.7896","-104.9422","","2080","Denver"
284,"Gambling & Casinos","Casinos","Cody Keno","215 East 6th","North Platte","NE","69101","(308)534-3354","","","","308","31111","CST","Y","41.1392","-100.7774","","","Lincoln"
285,"Gambling & Casinos","Casinos","Colorado Casino Resorts Inc","1 South Nevada Avenue","Colorado Springs","CO","80903","(719)635-7047","","","","719","08041","MST","Y","38.8320","-104.8157","1720","","El Paso"
286,"Gambling & Casinos","Casinos","Colville Tribal Casinos","455 Wapato Lake","Manson","WA","98831","(509)687-0200","","","","509","53007","PST","Y","47.9368","-120.1192","","","Chelan"
287,"Gambling & Casinos","Casinos","Complete Poker Solution","649 East 143rd Street","Burnsville","MN","55337","(952)997-6804","","","","952","27037","CST","Y","44.7764","-93.2757","5120","","Dakota"
288,"Gambling & Casinos","Casinos","Copa Casino","13155 Highway 67","Biloxi","MS","39532","(228)354-9171","","","","228","28047","CST","Y","30.4863","-88.9554","0920","","Harrison"
289,"Gambling & Casinos","Casinos","Copa Casino","13155 Highway 67","Biloxi","MS","39532","(228)396-3676","","","","228","28047","CST","Y","30.4863","-88.9554","0920","","Harrison"
290,"Gambling & Casinos","Casinos","Copa Casino","777 Copa Boulevard","Gulfport","MS","39501","(228)863-3330","","","www.thecopacasino.co","228","28047","CST","Y","30.3896","-89.0988","0920","","Harrison"
291,"Gambling & Casinos","Casinos","Copa Casino","777 Copa Boulevard","Gulfport","MS","39501","(228)864-0183","","","","228","28047","CST","Y","30.3896","-89.0988","0920","","Harrison"
292,"Gambling & Casinos","Casinos","Copper Oak Steak House","Highway 12","Baraboo","WI","53913","(608)356-6210","","","","608","55111","CST","Y","43.4869","-89.7322","","","Sauk"
293,"Gambling & Casinos","Casinos","Corporate Follies","15836 North Cave Creek Road Suite 4","Phoenix","AZ","85032","(602)404-2388","","","www.corporatefollies.co","602","04013","MST","N","33.6257","-112.0032","6200","","Maricopa"
294,"Gambling & Casinos","Casinos","Country Casino","815 35th Circle Southeast","Watertown","SD","57201","(605)753-2500","","","","605","46029","CST","Y","44.9156","-97.1699","","","Codington"
295,"Gambling & Casinos","Casinos","Country Inns & Suites","211 Gateway Center Boulevard","Brunswick","GA","31525","(912)265-3016","","","","912","13127","EST","Y","31.2665","-81.6074","","","Glynn"
296,"Gambling & Casinos","Casinos","Crazee Carols Casino","2702 Walnut Street","Butte","MT","59701","(406)723-3142","","","","406","30093","MST","Y","45.9274","-112.5042","","","Silver Bow"
297,"Gambling & Casinos","Casinos","Crazy Charlie's Casino","State Route 26","Bruceton Mills","WV","26525","(304)379-3336","","","","304","54077","EST","Y","39.6431","-79.6244","","","Preston"
298,"Gambling & Casinos","Casinos","Creative Group Inc","1535 Barclay Boulevard","Buffalo Grove","IL","60089","(847)520-4350","","","","847","17097","CST","Y","42.1650","-87.9695","","1600","Lake"
299,"Gambling & Casinos","Casinos","Creek Nation Casino","806 West Forrest Avenue","Eufaula","OK","74432","(918)689-9191","","","","918","40091","CST","Y","35.3099","-95.7622","","","McIntosh"
300,"Gambling & Casinos","Casinos","Cripple Creek Casino Associates","123 East Bennett Avenue","Cripple Creek","CO","80813","(719)689-6410","","","","719","08119","MST","Y","38.7805","-105.1824","","","Teller"
301,"Gambling & Casinos","Casinos","Crown Casino","4809 West 12th Street","Sioux Falls","SD","57106","(605)782-4679","","","","605","46099","CST","Y","43.5199","-96.7933","7760","","Minnehaha"
302,"Gambling & Casinos","Casinos","Crown Casino East","2401 East 10th Street","Sioux Falls","SD","57103","(605)977-0805","","","","605","46099","CST","Y","43.5406","-96.6420","7760","","Minnehaha"
303,"Gambling & Casinos","Casinos","Crown Royale Casino","16680 West Cleveland Avenue","New Berlin","WI","53151","(262)785-0720","","","www.crownroyalecasino.co","262","55133","CST","Y","42.9734","-88.0988","","5080","Waukesha"
304,"Gambling & Casinos","Casinos","Cypress Bayou Casino Shorty's","832 Mlk Road","Charenton","LA","70523","(337)923-7284","","","www.cypressbayou.co","337","22101","CST","Y","29.8825","-91.5253","","","Saint Mary"
305,"Gambling & Casinos","Casinos","Dakota Magic Casino And Hotel","16849 102nd Street Southeast","Hankinson","ND","58041","(701)634-3000","","","","701","38077","CST","Y","46.0245","-96.8879","","","Richland"
306,"Gambling & Casinos","Casinos","Dakota Sioux Casino","16415 Sioux Conifer Rd","Watertown","SD","57201","(605)882-2051","","","www.dakotasioux.com","605","46029","CST","Y","44.9156","-97.1699","","","Codington"
307,"Gambling & Casinos","Casinos","Dakota Sioux Casino","16415 Sioux Conifer Road","Watertown","SD","57201","(970)493-1444","(605)882-2185","","www.dakotasioux.co","605","46029","CST","Y","44.9156","-97.1699","","","Codington"
308,"Gambling & Casinos","Casinos","Dance To the Music Entertainment","5 Raymond Terrace","Norwalk","CT","06855","(203)854-1628","","","www.dttment.co","203","09001","EST","Y","41.1001","-73.3971","","8040","Fairfield"
309,"Gambling & Casinos","Casinos","Dancing Eagle Casino","Interstate 40 Exit 1","Casa Blanca","NM","87007","(505)552-7777","","","","505","35006","MST","Y","35.0048","-107.3830","","","Cibola"
310,"Gambling & Casinos","Casinos","Danny's Casino Lounge","703 Main Avenue South","Brookings","SD","57006","(605)692-6020","","","","605","46011","CST","Y","44.3014","-96.8692","","","Brookings"
311,"Gambling & Casinos","Casinos","Dave's Enterprises","Post Office Box 512","Gaston","OR","97119","(503)985-1303","","eberly@iccom.com","","503","41067","PST","Y","45.4732","-123.2703","","6440","Washington"
312,"Gambling & Casinos","Casinos","Davis Enterprises","24626 Highway 36","Cheshire","OR","97419","(541)998-0115","","","","541","41039","PST","Y","44.1785","-123.4036","2400","","Lane"
313,"Gambling & Casinos","Casinos","Davis Enterprises","24626 Highway 36","Cheshire","OR","97419","(541)998-0118","","","","541","41039","PST","Y","44.1785","-123.4036","2400","","Lane"
314,"Gambling & Casinos","Casinos","Days Inn Albuquerque","2120 Menaul Northeast","Albuquerque","NM","87107","(505)884-0250","","","","505","35001","MST","Y","35.1383","-106.6450","0200","","Bernalillo"
315,"Gambling & Casinos","Casinos","Dazzling Casino Parties","1108 Regal Row","San Antonio","TX","78201","(210)558-6646","","","www.sanantoniocsinoparties.co","210","48029","CST","Y","29.4697","-98.5294","7240","","Bexar"
316,"Gambling & Casinos","Casinos","Dean-O'S Casino","903 East North Street","Rapid City","SD","57701","(605)388-0149","","","","605","46103","MST","Y","44.0731","-103.2051","6660","","Pennington"
317,"Gambling & Casinos","Casinos","Deano's Casino","5336 West Harrier","Missoula","MT","59801","(406)543-2365","","","","406","30063","MST","Y","46.8557","-114.0158","5140","","Missoula"
318,"Gambling & Casinos","Casinos","Deck At Central Park Casino","500 Iroquois Way","Alplaus","NY","12008","(518)372-7255","","","","518","36093","EST","Y","42.8522","-73.9100","0160","","Schenectady"
319,"Gambling & Casinos","Casinos","Desert Diamond Casino","1100 West Pima Mine Road","Green Valley","AZ","85614","(520)294-7777","","question@desertthunder.com","www.desertdiamondcasino.co","520","04019","MST","N","31.8307","-111.0345","8520","","Pima"
320,"Gambling & Casinos","Casinos","Desert Diamond Casino","7350 South Nogales Highway","Tucson","AZ","85706","(520)807-1278","","","","520","04019","MST","N","32.1206","-110.8716","8520","","Pima"
321,"Gambling & Casinos","Casinos","Desert Diamond Casino Boxoffice","1100 West Pima Mine Road","Sahuarita","AZ","85629","(520)393-2799","","","","520","04019","MST","N","31.9776","-110.9216","8520","","Pima"
322,"Gambling & Casinos","Casinos","Desert Inn","2720 South River Road","Des Plaines","IL","60018","(847)298-0033","","","","847","17031","CST","Y","42.0040","-87.8954","","1600","Cook"
323,"Gambling & Casinos","Casinos","Designs Of Distinction","3615 Superior Avenue East","Cleveland","OH","44114","(216)391-9191","","","www.designsodistinction.co","216","39035","EST","Y","41.5129","-81.6771","","1680","Cuyahoga"
324,"Gambling & Casinos","Casinos","Deuces Casino","317 North West Avenue","Sioux Falls","SD","57104","(605)338-3773","","","","605","46099","CST","Y","43.5889","-96.7219","7760","","Minnehaha"
325,"Gambling & Casinos","Casinos","Deuces Casino","317 North West Avenue","Sioux Falls","SD","57104","(605)977-4775","","","","605","46099","CST","Y","43.5889","-96.7219","7760","","Minnehaha"
326,"Gambling & Casinos","Casinos","Diamond Casino","1607 Demers Avenue","Grand Forks","ND","58201","(701)335-4018","","","","701","38035","CST","Y","47.8810","-97.0607","2985","","Grand Forks"
327,"Gambling & Casinos","Casinos","Diamond Jims Casino Bar Grill","NW Missoula At Crossroads","Missoula","MT","59801","(406)543-8725","","","","406","30063","MST","Y","46.8557","-114.0158","5140","","Missoula"
328,"Gambling & Casinos","Casinos","Diamond Jo Casino","400 East 3rd Street","Dubuque","IA","52001","(563)583-7005","","","www.diamondjo.co","563","19061","CST","Y","42.5490","-90.6988","2200","","Dubuque"
329,"Gambling & Casinos","Casinos","Diamond Jo Casino","777 Diamond Jo Lane","Northwood","IA","50459","(641)323-7777","","","","641","19195","CST","Y","43.4543","-93.2708","","","Worth"
330,"Gambling & Casinos","Casinos","Dollar Dollar","9014 Mathis Avenue","Manassas","VA","20110","(703)330-4050","","","","703","51683","EST","Y","38.7478","-77.4853","","8840","Manassas City"
331,"Gambling & Casinos","Casinos","Double Eagle Casino","3100 Harrison Avenue","Butte","MT","59701","(406)494-4595","","","","406","30093","MST","Y","45.9274","-112.5042","","","Silver Bow"
332,"Gambling & Casinos","Casinos","Double Eagle Casino","442 Bennett Drive","Cripple Creek","CO","80813","(719)689-5566","","","","719","08119","MST","Y","38.7805","-105.1824","","","Teller"
333,"Gambling & Casinos","Casinos","Double Eagle Hotel and Casino","442 Bennett Drive","Cripple Creek","CO","80813","(719)689-5000","","","","719","08119","MST","Y","38.7805","-105.1824","","","Teller"
334,"Gambling & Casinos","Casinos","Downs At Albuquerque Inc","New Mexico State Fai","Albuquerque","NM","87101","(505)266-5555","","","www.abqdowns.co","505","35001","MST","Y","35.1995","-106.6442","0200","","Bernalillo"
335,"Gambling & Casinos","Casinos","Downtown Casino","120 East Jackson Boulevard","Spearfish","SD","57783","(605)644-0081","","","","605","46081","MST","Y","44.4638","-103.8970","","","Lawrence"
336,"Gambling & Casinos","Casinos","Drift On Inn Roadhouse Casino","16708 Aurora Avenue North","Shoreline","WA","98133","(206)546-8040","","","","206","53033","PST","Y","47.7401","-122.3448","","7600","King"
337,"Gambling & Casinos","Casinos","Dubuque Greyhound Park & Casino","1855 Greyhound Park Road","Dubuque","IA","52001","(563)582-3647","","","www.dgpc.co","563","19061","CST","Y","42.5490","-90.6988","2200","","Dubuque"
338,"Gambling & Casinos","Casinos","Dubuque Greyhound Park and Casino","1855 Greyhound Park Road","Dubuque","IA","52001","(563)585-2940","","","","563","19061","CST","Y","42.5490","-90.6988","2200","","Dubuque"
339,"Gambling & Casinos","Casinos","Duck Creek Casino","10085B Ferguson Road","Beggs","OK","74421","(918)267-3449","(918)267-3465","","","918","40111","CST","Y","35.7942","-96.0408","","","Okmulgee"
340,"Gambling & Casinos","Casinos","Duck Creek Casino","241 Highway 75","Beggs","OK","74421","(918)267-3468","(918)267-3465","","","918","40111","CST","Y","35.7942","-96.0408","","","Okmulgee"
341,"Gambling & Casinos","Casinos","Duck Restaurant & Lounge","I-40 North Centre 68","Greensboro","NC","27401","(336)668-3900","","","","336","37081","EST","Y","36.0706","-79.7656","3120","","Guilford"
342,"Gambling & Casinos","Casinos","Duron Duron DJ Casino","633 Blair Dr","Lewisville","TX","75057","(214)693-3535","","","www.durondj.co","972","48121","CST","Y","33.0421","-96.9822","","1920","Denton"
343,"Gambling & Casinos","Casinos","Easy Street Casino","107 Main","Central City","CO","80427","(303)582-5914","","","","303","08047","MST","Y","39.8564","-105.5940","","","Gilpin"
344,"Gambling & Casinos","Casinos","Economy Hotel","921 Truman Blvd","Caruthersville","MO","63830","(573)333-0200","(573)333-0201","","","573","29155","CST","Y","36.1543","-89.7088","","","Pemiscot"
345,"Gambling & Casinos","Casinos","Eldorado Casino","140 South Water","Henderson","NV","89015","(702)564-1811","","","www.eldoradocasino.co","702","32003","PST","Y","36.0457","-114.9642","4120","","Clark"
346,"Gambling & Casinos","Casinos","Eldorado Resort Casino","451 Clyde Fant Parkway","Shreveport","LA","71101","(318)220-0711","","","www.eldoradoshreveport.co","318","22017","CST","Y","32.5051","-93.7448","7680","","Caddo"
347,"Gambling & Casinos","Casinos","Eldorado Resort Casino Shreveport","451 Clyde Fant Parkway","Dallas","TX","75201","(972)719-2622","","","","214","48113","CST","Y","32.7874","-96.7989","","1920","Dallas"
348,"Gambling & Casinos","Casinos","Elite Casino Players Inc","Vent Cy Area","Margate City","NJ","08402","(609)822-6300","","","","609","34001","EST","Y","39.3305","-74.5064","","0560","Atlantic"
349,"Gambling & Casinos","Casinos","Entertainment Themes Indiana Inc.","5534 West Raymond Street","Indianapolis","IN","46241","(317)246-1111","(317)246-9999","wcomer1167@aol.com","www.entertainmentthemes.co","317","18097","EST","N","39.7251","-86.2640","3480","","Marion"
350,"Gambling & Casinos","Casinos","Epic Buffet","1 West New York Street","Aurora","IL","60506","(630)801-1234","","","","630","17089","CST","Y","41.7654","-88.3772","","1600","Kane"
351,"Gambling & Casinos","Casinos","Ernie's Casino","1901 North Rancho Drive","Las Vegas","NV","89106","(702)646-3447","","","","702","32003","PST","Y","36.1822","-115.1626","4120","","Clark"
352,"Gambling & Casinos","Casinos","Eureka Casino","260 Gregory","Black Hawk","CO","80422","(303)582-9176","","","","303","08047","MST","Y","39.8142","-105.5411","","","Gilpin"
353,"Gambling & Casinos","Casinos","Eureka Casino","595 East Sahara Avenue","Las Vegas","NV","89104","(702)794-3464","","","","702","32003","PST","Y","36.1511","-115.1101","4120","","Clark"
354,"Gambling & Casinos","Casinos","Excelsior Gaming Inc","205 Storrs Road","Mansfield Center","CT","06250","(860)450-7565","","","","860","09013","EST","Y","41.7742","-72.1960","3280","","Tolland"
