################################################################
# abuse.ch SSLBL Extended                                      #
# Last updated: 2017-02-10 09:45:01 (UTC)                      #
#                                                              #
# Terms Of Use: https://sslbl.abuse.ch/blacklist/              #
# For questions please contact sslbl [at] abuse.ch             #
################################################################
#
# Timestamp of Listing (UTC),Referencing Sample (MD5),Destination IP,Destination Port,SSL certificate SHA1 Fingerprint,Listing reason
2016-06-22 07:51:22,781075aa93b2e3fc64c2de2deff18a7c,93.170.253.84,80,f5fd208c44a7403367bc23154b7d829e11fa47de,Gootkit C&C
2016-06-22 07:37:29,9234150dbebb6cafca2968250b51d331,77.42.157.2,80,7e460f1c30c684342fb8f96e4547f67b1d3aee9e,Gootkit C&C
2016-06-22 07:37:29,cc9e2f2fd4288986a11c6bd475982021,77.42.157.2,80,7e460f1c30c684342fb8f96e4547f67b1d3aee9e,Gootkit C&C
2016-06-22 07:37:29,fe2f17538fa70ef3bf4f2ec6974091e3,77.42.157.2,80,7e460f1c30c684342fb8f96e4547f67b1d3aee9e,Gootkit C&C
2016-06-22 07:37:29,85383e13c53c4ffa584934ddf6861db9,140.113.214.68,80,7e460f1c30c684342fb8f96e4547f67b1d3aee9e,Gootkit C&C
2016-06-22 07:37:29,fd87ebee4969e0bf34e5994b278ef710,77.42.157.2,80,7e460f1c30c684342fb8f96e4547f67b1d3aee9e,Gootkit C&C
2016-06-22 07:37:29,0899e98e20c72dc4421b1e3f5a1cbc21,77.42.157.2,80,7e460f1c30c684342fb8f96e4547f67b1d3aee9e,Gootkit C&C
2016-06-22 07:37:29,9514e1774b917142e4552f85e97f2af3,77.42.157.2,80,7e460f1c30c684342fb8f96e4547f67b1d3aee9e,Gootkit C&C
2016-06-22 07:37:29,7d2f837473d3790e8a5bd06bf7c57eb1,77.42.157.2,80,7e460f1c30c684342fb8f96e4547f67b1d3aee9e,Gootkit C&C
2016-06-22 07:20:29,6d3073cf7ef553a9a69016dff8c11ba7,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,5724cc4a8c061499b687ecf79db9a242,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,0c83baf30588dfe8c32f2ff5a397e9a7,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,b9a12d1fb7c5c631fbcc2e4e2c404e17,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,f3930b17bf9161b9f040a476ffcd63ef,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,e4826533a45aa9b896c5a5c14bacc779,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,514ef7c18792936a883eed4791632df0,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,c213433991fe828b64fa9a2995d3e995,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,7be9383e8157823f6f26d59c8fe9313c,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,5936f4027de6d7fcb612eae951c26f49,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,66845fb0c7966f9ece252cb02a5917c3,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,fe6bdf0bce16f7d243c4b1222437538c,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,bb5ba8c66b732abb22337f7e81102a41,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,0fa040915fc58831466bdf525eab5b03,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,556b562da055cbbae2a76fb3643afe1b,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,4c5908707ea405420daee360ceef5028,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,698ed5c1e86f6da4c9d26e5c6a79729a,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,d5c5c48880025c7d1f0cde472b729f1f,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,dc0bd2cbe69e010d0a4d5ebdff9f8dc1,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,94115a76e7cd65953b6318aee953884e,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,edfbccc1a5ae98dc677f73378760bd20,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,85e8ec807651ce07dda17a008709fba1,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,bd9a41c56ea00c123855ec506172ff2d,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,72a222c245dc55808531694fb3c25c15,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,58ca718da427ec007c12f657ce1ccdad,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,ec05d6db3488ceafa4007df4ef4e757f,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,1d53334ac44b3804531489b1dbbfd224,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,307fe71f4e6b5a32a32576fb3150b1a3,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,5c135d345762263c518555d23691cf97,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,840ce0e53f9826965c6219851a9e4c24,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,0ad973db5fec4202ef479c39a191ec8f,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,c7fb4fbdf5a961f163556e575d6abc9e,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,7271ee1fa85dc9fbafd0d29d21e016de,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,35f1e48875870aab36581bf9b52ff070,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,e3b182218c20fa7ad748048a41801000,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,de3f2debee183164c9dbebfaaf03bcab,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,b325b3d7db7cb06f45db8e92c743ffe0,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,bf547b4770dfd29b31eaaa922db6f562,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,510d65ec726ee10d171994b18e68be4f,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,f4d7ecff220b271523ae7b2981c02dfc,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,eecd7bde0c7d70dc86e67be2a10af6a1,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,84cb4dc8670979e298ef050273a52c50,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,0938bd9e4162e503ee79aee628d82dd8,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,f9bf0947a9b179c04fa35c0acf0a467e,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,bafa0e53c7d187f0fb17b2d3793656a7,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,128a763e8f0f34e3b064ebc891d2512f,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,f424e2291c3b649e15f5ac971ff468ac,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,121369cafd210e76daae92535950c230,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,bb34ae9e3971ed61fc33849b3195bac8,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,85313fe2cbe1f443bf992fbea03e1246,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,08cacbf7f3689fe28c3963db83c8265e,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,e66f54912cec844886947446d73644a8,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,f660057612ce981776e827416fd9f713,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,62dbd5879421f1aebc26d3c3088720a1,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,19ee988b394c502be7759afc9e4879ef,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,ee010b4d754cbabbf2bf9fc1cf6aa8ca,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,f03358283de74afb4c123c350c78e88b,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,83ba944c9c8fce91daa68d1b2cc3cba6,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,b6e292ecbbb9baf8806c92738d4ced60,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,f412e60703c21d5b3d342eb7e6cfb945,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,0ce8ddb729bc379876311810a2300dcf,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,056a42bf6311fa4904d4e1b48dd5aa7d,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,b70a761443d49df512ec0ffc6d1da575,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,ec0695ea30759255b7db2c83dacc2b38,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,7e285ca2395f61dc82d20c344a71c461,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,00b087489ca027e79af81068d2fe2b35,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,071a1a716d0fb8b42cfcf56fdae94bcc,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,4e68281eb66af9c433d9a247367e09e7,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,09a4e85b60d9be56cfe4dcd940158f71,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,8e537270816a35196fb270e442683326,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,ad0356c16767db23f635ac98238314c7,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,215436ebe6d7ca58cf3e15fc1cb7b501,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,57099c05a56ae660e6b6068325ccfb42,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,3c61932cb53931fc57856d553198cc09,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,2ee9b66854485a6df647c444dbb11d73,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,ca12b988b931a09b04735399b85bcaca,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,e2e1be94fbfa7586db3dd9bfa15dc877,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,43214868127cef7d2482db1e77a4ecf5,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,fd4a58777028533247691c7ff312cd7c,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,33fd41b4868091c41814b8c6a5b8a7e9,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,bbef23ef5cfeb3521f35b411d6626551,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:20:29,666236aa42011a626de8dde71808d7df,23.234.26.210,5658,50e763a940d095710e09c07edb0f12692426a0c6,Malware C&C
2016-06-22 07:19:58,1d1be8e086aee53938386b458e1f0936,178.183.120.96,443,2aea630958d53871e9b20430f87f555bc54c763e,Quakbot C&C
2016-06-22 07:18:48,545e52af043a05560f2e74e91ab7ef12,120.145.53.93,2222,3f7e877519d5ff64520cd296095ea09abb090f45,Quakbot C&C
2016-06-22 06:57:29,db0961b4ac73c7a92f7d8e0ed992fe2a,176.126.68.81,80,9a0d73d7dd558cd3de7853586d4ad06c21803500,Gootkit C&C
2016-06-22 06:55:29,d3c99349028f67c059d452bd065f4a26,134.255.221.192,80,e1cd4a7306fb0f5eadf6caa71162559423ea45fe,Gootkit C&C
2016-06-22 06:53:40,b3d2296038608a835837f50991ebf27f,203.162.81.247,80,6c0d0db6d2d31ab9b6e27b00769cfbb9e52a484e,Gootkit C&C
2016-06-21 15:08:53,5b83e756ddd6eb87d5eb06c5dbe3e84a,93.170.253.84,80,17dd9822d93bd01d91e99a42a30270a30517e82d,Gootkit C&C
2016-06-20 12:51:50,33921367c4158f11f524ad303d85d85f,113.186.80.2,443,4633e10aa763b9f960f69cedc63d6ab18b3f2380,Quakbot C&C
2016-06-20 07:40:54,0e808f1c3e5a3f1dd03007515640b110,68.191.126.222,443,6f227b05e32d37c2d59d465dd18c70795c0ab356,Quakbot C&C
2016-06-19 09:02:29,3470638a21ce56f2d5b31ab013dfd938,173.61.183.100,2222,212c93da8961b88fa935582c5836bad8063d9624,Quakbot C&C
2016-06-18 16:42:47,5cb9b1eb2b42dc8f343205db263782b4,75.136.11.219,443,04084d04aee07d52d6a8367894fef3240fc49e63,Quakbot C&C
2016-06-16 08:37:57,c059196ea8dbaa805d25ea7bfe4c37ab,185.45.192.106,80,44de8f4bd78bb4ff83370286de5e4c0deffb8195,Gootkit C&C
2016-06-16 08:36:26,a83c02466ef10529b1f5590e16de225a,115.76.205.33,443,1cacedb7c2515f12d8233e37c678a7225552e7b0,Quakbot C&C
2016-06-15 17:34:17,b8a7d443a5a36298a892484ca2f78a34,5.39.34.152,443,8b00d3787a5bc6599d6cdef4544f2ccdadd12dc2,TorrentLocker C&C
2016-06-15 17:34:15,b8a7d443a5a36298a892484ca2f78a34,77.246.159.80,443,f1f25bdc25e6247a9a53048c739acda60d750653,TorrentLocker C&C
2016-06-15 12:59:07,,179.43.133.38,443,de76697b0181aeb30ad232f2921d0bd06034a332,H1N1 C&C
2016-06-15 10:05:34,24eedc1d6b08add073f64451a8f0d973,195.154.47.69,443,0b6d456707c8d575da523fb82a119fa94b1dd64e,TorrentLocker C&C
2016-06-15 10:05:32,24eedc1d6b08add073f64451a8f0d973,80.87.197.48,443,37a523f9523fbfd98feb3ed062b50f058f8bdff2,TorrentLocker C&C
2016-06-15 06:29:23,ec504337c7704207fbfb914c583234c3,212.92.97.33,443,874f4208c8eb91d8a2f5d2f155e94138d969b2f6,TorrentLocker C&C
2016-06-14 16:56:29,9aaec9d8012cbfeb4f2d26cb1f137452,105.224.196.209,443,23ef5839e14148d0754b27a374cffc832f5ae473,Quakbot C&C
2016-06-14 16:32:36,5f8046a6a15f2b126eca4bf57343c377,107.172.41.79,443,53c8881e8ea00aa1270e23322b403f8657e028dc,Malware C&C
2016-06-14 16:32:36,da50262884cc99f7f5dd94d5429fdbef,185.109.144.15,443,53c8881e8ea00aa1270e23322b403f8657e028dc,Malware C&C
2016-06-13 09:38:45,27b747e82e66d2e9663f889a251ca2d0,70.31.34.200,2222,ce6c4661f7043dbf0f9af5b8b5ff0a8edd743555,Quakbot C&C
2016-06-13 09:31:18,702d585b299f65dc830e0ae5ca1c168d,178.183.120.96,443,204259238edf443722a594d3bb06b64a71f0207c,Quakbot C&C
2016-06-13 09:31:14,1e7dbf7351a215f19df8aba9814d5c6f,178.183.120.96,443,f4ba5e191d9e312902c7b49d085cb11fa16a961f,Quakbot C&C
2016-06-13 06:34:09,8243653e027f34653876c809ac9f386a,24.158.5.82,443,ab631d10a29527795c171ada34a3a73107ebcfbd,Quakbot C&C
2016-06-12 09:51:22,6735b78b9c4f88d1bb784894d9f9623e,115.115.192.245,80,44d218a87602f65f9e0021a1ad1e95189be8aaaf,Gootkit C&C
2016-06-12 09:51:22,ffb98cb28325fcbf8c20f5170fb37446,115.115.192.245,80,44d218a87602f65f9e0021a1ad1e95189be8aaaf,Gootkit C&C
2016-06-12 08:13:37,20edfba2965eda141116234dfc7a22b3,24.158.5.82,443,5e0b97df7ba79631010dc6bd1059b8fbfb651ed1,Quakbot C&C
2016-06-12 08:13:37,7352a450366eeefa7c4b193043b4f18b,24.158.5.82,443,5e0b97df7ba79631010dc6bd1059b8fbfb651ed1,Quakbot C&C
2016-06-12 08:13:36,080f19520d6a7f651525eb690204489b,24.158.5.82,443,4a7bdeaf428406baba73d725171ba6aa070792d8,Quakbot C&C
2016-06-10 10:28:30,d790dc691d1dc59fae9e1165403ed14f,80.82.79.95,80,6709e752fd6e05bcd444a84f4694c7d3089e97f3,Gootkit C&C
2016-06-10 09:04:02,9f20f48e4427ce0a46c59d918ee4011a,89.43.60.122,80,8a00e97c2e6aefc61eb3c059b61ce2644d31de58,Gootkit C&C
2016-06-10 09:02:40,60ec92060b5cc03c4547dc71f7a27c5e,193.238.59.90,80,06d2caceeec3cebf40189a27f79069bcda28ea2b,Gootkit C&C
2016-06-09 13:41:13,51de1481f2eb2464cf2b95005bfa1fde,78.46.160.67,11443,b822cb45a2e4e8422a845fd95fc99d5b12b7b87c,Dridex C&C
2016-06-09 08:29:21,197a990a2d622f6ac21a6452310919c2,112.166.103.245,443,41295a7e73ea49c1254196b2f2a7bf4e9459600e,Quakbot C&C
2016-06-09 08:29:20,193bdba846527880c988c59fb84374fb,171.4.58.50,995,902132c32d01e0eed9207aadffa4017b469ad9e8,Quakbot C&C
2016-06-09 08:26:34,5a4f1da74680d45e70f07a4b4f627472,91.215.154.178,80,bc3e590d118dfb4690999a4733e5bff53451d123,Gootkit C&C
2016-06-09 08:26:34,fe98c81e4cc9cac36b6d3d334fb47b90,91.215.154.178,80,bc3e590d118dfb4690999a4733e5bff53451d123,Gootkit C&C
2016-06-09 07:41:02,05d39f3c0dbdc6294b56457aa48a15d8,95.215.46.163,80,c1b17774c16cd6179a6c49d1f5b6f17a2b08e3ed,Gootkit C&C
2016-06-09 07:28:13,86f01cfb9f15e14a1ea4f46f00c76c81,121.223.163.197,2222,03a0ac10933fbf844a7228083969b1a0dcbad740,Quakbot C&C
2016-06-09 07:28:11,ae12a9b8b1609607797c74e7c0eb7df0,121.223.163.197,2222,96a2d441b23a8c26348f4f68c2b26bf49d59e94f,Quakbot C&C
2016-06-09 07:28:09,86f01cfb9f15e14a1ea4f46f00c76c81,69.76.172.101,995,45f80817d011664f233db3354940e08012886d17,Quakbot C&C
2016-06-09 07:07:56,a1859510715e6d05d87fbb6f39f27930,180.189.206.17,443,dac8439fe100098db04e9626a1774b306394cec6,Dridex C&C
2016-06-09 07:07:55,a1859510715e6d05d87fbb6f39f27930,50.62.40.241,11443,bfd9a5b9cc08ab5dbf5a5d7a6b64aa235fba51f9,Dridex C&C
2016-06-08 16:58:57,8e13f486c4b1322e0013ef3c6b078d54,68.238.148.122,443,f13000e52367dbc28219025ec5e055c3350a4961,Quakbot C&C
2016-06-08 06:50:55,ebbfea2d6b9a807f55b0e27eb61f18fc,109.234.36.75,443,2973534ed68921f23242b03583e1ffade1f2039f,TorrentLocker C&C
2016-06-08 06:50:25,8052b630ef5eced6c2bb29eeff5b9841,172.98.74.191,80,d4d79d2488106199fa0f89cf9f4debfe32d7c81b,Gootkit C&C
2016-06-07 11:03:49,02e0ada8b724eb38841f455b9a71def5,121.223.163.197,2222,1ceec6bdf4d587383d8c66ff606f84d8bf5190f9,Quakbot C&C
2016-06-07 07:34:50,e99f1fd48e50751d7b5e9f50242dadb0,216.137.226.64,443,5c048b96c222cab62063a737138df049e70842ef,Quakbot C&C
2016-06-07 07:24:38,6d5f294e83046f5efee4f7390653cc58,97.78.250.78,443,64b96d9811b9f9ae735c5f78758d9a7b3780b989,Quakbot C&C
2016-06-07 04:55:33,d312c02931e9f76af7018c70933d1452,173.27.216.49,443,ba0b4ebe6f07d2f34f98d2c602188a9d1cd8a709,Quakbot C&C
2016-06-07 04:47:44,a251eb78f6bc557679ae091e06952b42,24.158.5.82,443,66fb925cf78de71ce1851e4b69c7c07b3d6d9a48,Quakbot C&C
2016-06-07 04:47:43,545f5817034f4c16a10d180233610bd3,24.158.5.82,443,be50d6861353bf627a02825e6db11955baa62398,Quakbot C&C
2016-06-07 04:47:41,d312c02931e9f76af7018c70933d1452,24.158.5.82,443,061e5f80c1a866a3b38874ff8478f6bbec99c9a6,Quakbot C&C
2016-06-07 04:47:39,a251eb78f6bc557679ae091e06952b42,24.46.43.61,443,5695629c539072e33395ea2cb381c97edb1ccf7a,Quakbot C&C
2016-06-07 04:47:15,ad4d242ba82aa1077fd149a89d900eff,85.17.155.148,1234,7bde4476d18e87837c1508cf57aff9429f17b7b0,Dridex C&C
2016-06-06 14:31:51,ee49dfbd11eba8f07fdbd804ee1fd141,199.231.211.222,80,033cfe41ee167aa31b8af898b033f6bfec5cc9d2,Gootkit C&C
2016-06-06 14:31:51,3628b0198e7a76910dd2469188c5224f,199.231.211.222,80,033cfe41ee167aa31b8af898b033f6bfec5cc9d2,Gootkit C&C
2016-06-06 14:31:17,472565b2a1ec2b7abd1ff5269c81c5e3,64.237.220.215,443,924ca1d68ce08d3cb4e5dcfd8a9b13808d57bcaf,Quakbot C&C
2016-06-06 13:05:33,,45.32.149.66,443,80c3c3d5569c96e0d550a018a447cfdbc1bc5e63,Gozi MITM
2016-06-06 13:02:15,bacce0540e1e0e3b374e3155b194357a,45.32.152.165,443,31162cd45c41ab8eb5e7e3630808bd1e4e2425ee,Gozi C&C
2016-06-06 07:50:23,1d6dc40055dbfb4ca2efe1392f469e8c,94.156.77.40,443,2cdda53904712fa2fd15c34826cd05f27c94f967,Shifu C&C
2016-06-06 05:47:08,153f3c18e1e871b2ac9134f596a017b6,212.109.221.120,443,1e6553ad8bb984de0fa068e4d42c03742a4329c7,TorrentLocker C&C
2016-06-06 05:44:08,a1bf73321dd05820b5cf749bd72f684a,116.118.28.229,443,32fac37a393d6fdcd2a2f1b978917b7130703f59,Quakbot C&C
2016-06-06 05:44:06,7faec6e443cca1bd9aaae486c1bca41e,68.238.148.122,443,4384dd0268c5b7a60bae8a5164f737e311b1bddb,Quakbot C&C
2016-06-05 08:09:37,4644955b8a5ca4aac5bea6e4125d5fa6,216.137.226.64,443,0818627a01ed9e095e779d0b1a26fcdfb26ba56d,Quakbot C&C
2016-06-05 08:08:56,ccea0a66e685280ef90a8de56ee3ecad,70.31.34.200,2222,ca5eb0930dac1a7bb0d2058cebb3133bd0110244,Quakbot C&C
2016-06-05 07:54:16,0912d7f53812a0ab61e0c1001eb107f0,91.134.226.39,80,0739aacd13140bb3a141da80578f4e46ecf31689,Gootkit C&C
2016-06-05 07:53:17,c8d3cc5a089299128098d9a7b69f7b87,162.246.61.100,80,8df0d5165b66591597e7ac6889309132a06b1a21,Gootkit C&C
2016-06-05 07:53:17,c5b74f789cf9a8087a1ba0aad26dce24,162.246.61.100,80,8df0d5165b66591597e7ac6889309132a06b1a21,Gootkit C&C
2016-06-05 07:53:17,0515a23c899d5d112de0dfd04b7e46c1,162.246.61.100,80,8df0d5165b66591597e7ac6889309132a06b1a21,Gootkit C&C
2016-06-05 07:53:17,4c3b4986c39714def25ceb62c0466ddd,162.246.61.100,80,8df0d5165b66591597e7ac6889309132a06b1a21,Gootkit C&C
2016-06-05 07:49:41,6d71cd64be477562cdf9ecb090c0b986,69.76.172.101,995,8b97ff8864d49f702957ba87b456452e44278556,Quakbot C&C
2016-06-05 07:48:10,a08a098e227e65e342c6db6ede42f01e,216.137.226.64,443,28488d788ea4783b04bfecc247ad544023f81e84,Quakbot C&C
2016-06-05 07:47:54,a1bf73321dd05820b5cf749bd72f684a,68.238.148.122,443,237c75e15031a9ee6426d936c1f07641fa8bfe83,Quakbot C&C
2016-06-05 07:47:52,d84f1e61dd4861dd6ccf227a6174d71d,68.238.148.122,443,a574e4f99bfc08aa3bd32f0eb77143952a770ab9,Quakbot C&C
2016-06-05 07:47:51,d84f1e61dd4861dd6ccf227a6174d71d,69.14.43.154,443,b36cff6d8fc62b06a545e698505732c1e70445bc,Quakbot C&C
2016-06-04 08:32:43,4593adb31a97559877b3c703bb0fe7e8,173.14.220.253,443,e6eb19b96e1cdd3a5faaf1dbca3bcbc6ba573e34,Quakbot C&C
2016-06-04 08:32:03,0ef48ed67c1a4df76b5e5dfb72c5f1cd,173.14.220.253,443,f727dc37c0a7d9e387d05f8534017046e72ebe72,Quakbot C&C
2016-06-03 08:22:22,e5804027e18293a0389b0ca1351c86d9,198.2.254.188,80,a275768461b0ace4a35e3a5f9310437683c0087b,Gootkit C&C
2016-06-03 08:22:22,173a6bc2a6186a9a80d787160962149d,198.2.254.188,80,a275768461b0ace4a35e3a5f9310437683c0087b,Gootkit C&C
2016-06-03 08:22:22,c6f11bae44ce505e2547465719090140,198.2.254.188,80,a275768461b0ace4a35e3a5f9310437683c0087b,Gootkit C&C
2016-06-03 08:22:22,b7bc1a3ad99971ed16f480895dbd8f11,198.2.254.188,80,a275768461b0ace4a35e3a5f9310437683c0087b,Gootkit C&C
